"Provider ID","Provider Name","Provider Type","Provider Primary Inspection Category","Provider Street Address","Provider Address Line 2","Provider City","Provider Post Code","Provider Local Authority","Provider Region","Service / Population Group","Key Question","Latest Rating","Publication Date","Report Type","URL","Brand ID","Brand Name"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Safe","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Effective","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Caring","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Responsive","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Well-led","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","End of life care","Overall","Good",2017-03-08,"CoreService","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Safe","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Effective","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Caring","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Responsive","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Well-led","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-168055209","Provide Community Interest Company","Independent Healthcare Org","Community health - NHS & Independent","900 The Crescent","Colchester Business Park","Colchester","CO4 9YQ","Essex","East of England","Overall","Overall","Good",2017-03-08,"Provider","http://www.cqc.org.uk/provider/1-168055209","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Safe","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Effective","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Caring","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Responsive","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Well-led","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Acute wards for adults of working age and psychiatric intensive care units","Overall","Good",2016-06-17,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Safe","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Effective","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Caring","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Responsive","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Well-led","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for adults of working age","Overall","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Safe","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Effective","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Caring","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Responsive","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Well-led","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Community-based mental health services for older people","Overall","Good",2017-02-14,"CoreService","http://www.cqc.org.uk/provider/1-177460793","-","-"
"1-177460793","NAViGO Health and Social Care CIC","Independent Healthcare Org","Mental health - community & hospital - independent","NAViGO House","3-7 Brighowgate","Grimsby","DN32 0QE","North East Lincolnshire","Yorkshire and The Humber","Overall","Safe","Good",2017-02-14,"Provider","http://www.cqc.org.uk/provider/1-177460793","-","-"
